benchmark,env_name,mean,std,all_values
OGBench,antmaze_large_explore,12.891666666666666,1.715918121589722,"[[ 0.          0.          0.          0.          0.          0.
   0.          3.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [58.         57.33333333 48.         38.         63.66666667 61.
  54.33333333 58.33333333]
 [ 7.         17.          5.         11.          5.33333333  5.
  10.66666667 12.66666667]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.33333333]]"
OGBench,antmaze_large_stitch,30.433333333333337,3.249444396952946,"[[29.66666667 31.33333333 23.         27.66666667 15.66666667 20.33333333
  39.66666667 38.        ]
 [ 1.66666667  2.          9.         14.66666667  4.          4.33333333
   3.33333333  5.33333333]
 [83.         82.         84.66666667 82.66666667 84.66666667 86.33333333
  78.         85.66666667]
 [ 6.66666667 12.33333333  9.          5.         11.          9.66666667
  12.33333333  4.66666667]
 [ 1.33333333  4.66666667 19.         38.         40.33333333 40.
  35.33333333 31.33333333]]"
OGBench,antsoccer_arena_stitch,2.75,0.9785192895390464,"[[ 7.  2.  5. 12.  6.  2.  5.  3.]
 [ 6.  3.  6.  8.  5.  8.  6.  3.]
 [ 0.  0.  2.  1.  0.  1.  5.  1.]
 [ 0.  1.  0.  0.  1.  1.  0.  0.]
 [ 1.  0.  0.  0.  2.  0.  5.  2.]]"
OGBench,cube_double_noisy,4.458333333333333,0.8376140055074426,"[[23.         19.         21.33333333 19.         20.33333333 16.66666667
  18.66666667 28.33333333]
 [ 0.          0.          0.          0.          0.          0.
   0.33333333  0.        ]
 [ 0.33333333  0.33333333  0.66666667  0.33333333  1.          0.33333333
   0.33333333  3.33333333]
 [ 0.33333333  0.          0.33333333  0.33333333  0.33333333  0.
   0.          0.        ]
 [ 0.33333333  0.          0.66666667  0.66666667  0.          0.
   1.66666667  0.33333333]]"
OGBench,cube_single_noisy,53.19166666666666,4.111560598550819,"[[57.66666667 41.66666667 52.33333333 52.66666667 58.         39.33333333
  58.         58.66666667]
 [49.66666667 56.         48.33333333 66.66666667 65.         45.33333333
  63.33333333 48.33333333]
 [26.33333333 30.66666667 45.         41.66666667 43.66666667 30.33333333
  21.         35.66666667]
 [66.66666667 50.33333333 59.33333333 71.66666667 67.33333333 72.
  53.66666667 64.33333333]
 [73.33333333 77.33333333 48.66666667 69.         50.66666667 47.66666667
  51.         69.33333333]]"
OGBench,cube_triple_noisy,4.808333333333333,1.2048224857721663,"[[32.33333333 21.33333333 24.33333333 30.33333333 15.         23.
  16.33333333 29.33333333]
 [ 0.          0.          0.          0.33333333  0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]]"
OGBench,cube_triple_play,0.075,0.061801654059130524,"[[0.66666667 0.33333333 0.33333333 0.         0.         0.33333333
  1.         0.33333333]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]]"
OGBench,humanoidmaze_medium_stitch,27.3,2.924038303442689,"[[27.         29.         29.66666667 23.33333333 25.66666667 21.66666667
  30.66666667 24.        ]
 [21.66666667 29.         30.33333333 32.         27.66666667 36.33333333
  40.66666667  5.66666667]
 [31.         34.         32.         23.         36.66666667 28.66666667
  30.66666667 24.        ]
 [ 2.66666667  2.          4.          3.33333333  2.66666667  4.66666667
   3.          7.33333333]
 [50.66666667 49.33333333 55.33333333 42.         41.         52.
  51.         46.66666667]]"
OGBench,puzzle_4x4_noisy,0.05,0.044095855184409845,"[[0.         0.         0.         0.33333333 0.         0.
  0.         0.33333333]
 [0.         0.         0.         0.         0.         0.33333333
  0.         0.        ]
 [0.33333333 0.         0.         0.         0.66666667 0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]]"
OGBench,scene_noisy,16.01666666666667,1.1507244095206581,"[[80.66666667 80.         64.33333333 73.33333333 73.         79.33333333
  74.33333333 68.66666667]
 [ 0.          0.          0.          0.66666667  0.33333333  0.
   0.          0.        ]
 [ 5.66666667  6.          6.          6.33333333  7.33333333  5.66666667
   5.66666667  3.        ]
 [ 0.          0.          0.          0.33333333  0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]]"
