benchmark,env_name,mean,std,all_values
OGBench,antmaze_giant_navigate,0.5916666666666666,0.27975683885990865,"[[0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [1.         1.33333333 2.         0.         0.33333333 0.
  0.33333333 1.33333333]
 [0.         0.         0.         0.         0.         0.
  0.         0.33333333]
 [0.33333333 0.33333333 0.         0.33333333 0.         0.
  0.         0.66666667]
 [2.         1.66666667 0.33333333 2.33333333 3.66666667 1.33333333
  0.66666667 3.33333333]]"
OGBench,antmaze_large_stitch,0.425,0.2706730294818619,"[[0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [4.66666667 1.         3.         3.         0.33333333 1.66666667
  0.66666667 2.33333333]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.33333333
  0.         0.        ]]"
OGBench,antsoccer_arena_stitch,0.19166666666666665,0.07772815877574012,"[[0.66666667 0.33333333 0.33333333 0.33333333 0.66666667 0.33333333
  0.         1.        ]
 [0.         0.33333333 0.66666667 0.         0.         1.33333333
  0.33333333 0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.33333333 0.33333333 0.33333333 0.33333333 0.
  0.         0.        ]]"
OGBench,cube_double_noisy,3.233333333333333,0.6506407098647712,"[[11.         16.33333333 17.33333333 13.         11.33333333  9.33333333
  10.66666667 20.        ]
 [ 0.          1.          0.33333333  0.33333333  0.33333333  0.66666667
   0.33333333  0.33333333]
 [ 0.33333333  1.          0.66666667  0.66666667  0.33333333  0.33333333
   0.66666667  0.66666667]
 [ 0.          0.          0.66666667  0.          1.          1.
   1.          0.        ]
 [ 0.66666667  0.66666667  0.          0.66666667  2.          1.33333333
   2.33333333  1.        ]]"
OGBench,cube_double_play,3.508333333333333,0.775268770599375,"[[17.33333333 11.33333333 12.66666667 14.66666667 18.         23.
  19.         15.        ]
 [ 0.33333333  0.33333333  0.          0.33333333  0.33333333  0.
   0.33333333  0.        ]
 [ 0.          0.33333333  0.          0.          0.33333333  1.
   0.33333333  0.33333333]
 [ 0.          0.          0.          0.          0.33333333  0.66666667
   0.33333333  0.        ]
 [ 1.33333333  0.          0.33333333  1.33333333  0.33333333  0.
   0.33333333  0.33333333]]"
OGBench,cube_triple_noisy,0.4666666666666667,0.10540925533894599,"[[3.33333333 1.66666667 2.33333333 2.66666667 1.66666667 2.
  2.33333333 2.66666667]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.        ]]"
OGBench,cube_triple_play,0.9083333333333334,0.5616815032659623,"[[ 2.33333333  5.66666667  6.66666667  1.33333333  2.66666667  5.
   2.33333333 10.33333333]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]]"
OGBench,humanoidmaze_large_navigate,0.275,0.14312970031098057,"[[0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.33333333
  0.         0.        ]
 [1.         0.33333333 0.33333333 0.33333333 0.33333333 0.66666667
  0.         0.        ]
 [1.         0.33333333 0.66666667 0.         0.33333333 0.
  0.33333333 1.        ]
 [0.66666667 0.33333333 0.66666667 0.33333333 0.33333333 1.
  0.         0.66666667]]"
OGBench,humanoidmaze_medium_navigate,2.35,0.4651761912317622,"[[0.66666667 0.33333333 0.         0.33333333 1.33333333 1.33333333
  0.66666667 1.33333333]
 [1.33333333 2.33333333 1.33333333 0.66666667 2.33333333 2.
  1.33333333 0.33333333]
 [4.         7.66666667 6.33333333 9.66666667 5.66666667 7.66666667
  8.66666667 6.        ]
 [0.         0.         0.66666667 0.33333333 1.33333333 0.
  0.33333333 0.        ]
 [1.         2.66666667 2.         3.         2.66666667 2.
  2.66666667 2.        ]]"
OGBench,humanoidmaze_medium_stitch,3.9,0.2260776661041758,"[[ 1.66666667  0.          2.          1.          2.          2.
   1.          1.        ]
 [ 1.          1.66666667  0.33333333  0.66666667  1.66666667  0.66666667
   0.          1.        ]
 [14.         12.         10.33333333 13.         11.         10.66666667
  11.66666667  9.66666667]
 [ 1.66666667  3.          1.66666667  2.          1.66666667  3.66666667
   3.          4.33333333]
 [ 2.66666667  4.          5.33333333  3.66666667  2.66666667  2.66666667
   2.          2.        ]]"
OGBench,puzzle_3x3_play,1.8,0.380058475033046,"[[4.         6.66666667 7.33333333 3.66666667 5.33333333 4.
  6.         5.66666667]
 [0.33333333 2.66666667 0.66666667 1.33333333 1.66666667 3.33333333
  0.66666667 1.        ]
 [0.66666667 0.         1.66666667 0.33333333 0.33333333 0.66666667
  0.66666667 0.        ]
 [0.         0.66666667 1.         0.66666667 0.33333333 0.66666667
  1.66666667 1.33333333]
 [1.66666667 1.         1.33333333 0.         0.66666667 0.33333333
  1.         1.        ]]"
OGBench,puzzle_4x4_noisy,1.0416666666666667,0.29988423692410965,"[[1.33333333 1.         1.33333333 0.66666667 3.66666667 1.66666667
  4.         2.33333333]
 [0.33333333 1.         0.66666667 1.33333333 1.         0.
  2.         1.        ]
 [1.33333333 1.33333333 1.         0.66666667 2.         1.66666667
  0.33333333 1.        ]
 [0.         0.33333333 1.         1.         0.         0.66666667
  0.66666667 1.33333333]
 [0.66666667 0.         0.         0.33333333 0.66666667 1.33333333
  0.33333333 0.66666667]]"
OGBench,puzzle_4x4_play,0.2583333333333333,0.13096861371251425,"[[0.66666667 1.         0.33333333 0.33333333 1.         0.33333333
  0.33333333 1.        ]
 [0.         0.         0.         0.33333333 0.66666667 0.33333333
  0.33333333 0.        ]
 [0.33333333 0.         0.66666667 0.33333333 0.66666667 0.
  0.         0.33333333]
 [0.         0.         0.33333333 0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.33333333 0.
  0.         0.66666667]]"
